symbol,exchange,datetime,open,high,low,close,volume
btc_usdt,BINANCE,2018-03-30 00:00:00,7481.94,7580.0,6666.66,6839.98,72729.473583
btc_usdt,BINANCE,2018-03-31 00:00:00,6839.97,7223.36,6600.1,7064.98,44951.51123799999
btc_usdt,BINANCE,2018-04-01 00:00:00,7063.83,7172.0,6430.0,6445.0,33906.60429
btc_usdt,BINANCE,2018-04-02 00:00:00,6445.0,7125.0,6432.65,7020.72,43200.258843999996
btc_usdt,BINANCE,2018-04-03 00:00:00,7020.72,7447.99,6890.0,7370.01,35235.661163000004
btc_usdt,BINANCE,2018-04-04 00:00:00,7370.01,7520.0,6766.0,6785.0,41417.93184999999
btc_usdt,BINANCE,2018-04-05 00:00:00,6785.0,6918.0,6566.69,6749.53,41981.360789
btc_usdt,BINANCE,2018-04-06 00:00:00,6747.99,6850.0,6500.0,6580.01,30673.596650999996
btc_usdt,BINANCE,2018-04-07 00:00:00,6583.0,7033.99,6516.67,7010.0,28887.954263000007
btc_usdt,BINANCE,2018-04-08 00:00:00,7003.98,7109.13,6850.01,7049.93,24341.495108
btc_usdt,BINANCE,2018-04-09 00:00:00,7047.01,7185.0,6676.5,6738.98,33059.128557
btc_usdt,BINANCE,2018-04-10 00:00:00,6738.98,6870.99,6611.0,6837.54,23006.659243
btc_usdt,BINANCE,2018-04-11 00:00:00,6835.65,6990.0,6768.01,6927.06,22735.950206999998
btc_usdt,BINANCE,2018-04-12 00:00:00,6927.06,8012.23,6743.2,7614.21,56025.871103
btc_usdt,BINANCE,2018-04-13 00:00:00,7618.0,8233.39,7542.0,8125.0,54431.430094
btc_usdt,BINANCE,2018-04-14 00:00:00,8125.41,8186.0,7768.47,7955.01,41772.89171499999
btc_usdt,BINANCE,2018-04-15 00:00:00,7955.02,8429.54,7917.0,8269.99,28805.393841999998
btc_usdt,BINANCE,2018-04-16 00:00:00,8269.0,8419.0,7867.0,7971.99,35355.944347
btc_usdt,BINANCE,2018-04-17 00:00:00,7971.98,8173.7,7924.65,8088.63,27538.240260000002
btc_usdt,BINANCE,2018-04-18 00:00:00,8088.63,8149.89,7825.4,7994.0,29857.588904
btc_usdt,BINANCE,2018-04-19 00:00:00,7994.0,8290.0,7985.01,8239.02,29167.168419999995
btc_usdt,BINANCE,2018-04-20 00:00:00,8235.45,8577.9,8177.09,8459.99,34466.545617
btc_usdt,BINANCE,2018-04-21 00:00:00,8458.0,9035.0,8446.0,8828.2,45841.95705499999
btc_usdt,BINANCE,2018-04-22 00:00:00,8828.13,9020.0,8706.5,8940.67,27099.747318
btc_usdt,BINANCE,2018-04-23 00:00:00,8940.67,9020.67,8727.68,8898.0,29007.904534000005
btc_usdt,BINANCE,2018-04-24 00:00:00,8898.0,9420.0,8800.6,9347.77,37328.674117
btc_usdt,BINANCE,2018-04-25 00:00:00,9347.78,9759.82,8730.0,8972.09,79701.690415
btc_usdt,BINANCE,2018-04-26 00:00:00,8972.09,9185.01,8651.62,8806.1,47880.163275
btc_usdt,BINANCE,2018-04-27 00:00:00,8806.1,9395.0,8775.89,9241.21,37217.643751
btc_usdt,BINANCE,2018-04-28 00:00:00,9241.2,9427.48,8870.0,9360.0,37920.10893200001
btc_usdt,BINANCE,2018-04-29 00:00:00,9360.0,9570.51,9163.74,9337.06,40359.85367799999
btc_usdt,BINANCE,2018-04-30 00:00:00,9331.52,9458.64,9124.99,9318.06,32080.255865999992
btc_usdt,BINANCE,2018-05-01 00:00:00,9318.41,9369.18,8800.49,8915.09,42478.42128799999
btc_usdt,BINANCE,2018-05-02 00:00:00,8915.08,9217.3,8915.08,9155.0,27323.056424
btc_usdt,BINANCE,2018-05-03 00:00:00,9158.18,9490.6,9068.5,9442.28,30541.463905999997
btc_usdt,BINANCE,2018-05-04 00:00:00,9442.0,9844.0,9428.38,9614.67,37834.519027
btc_usdt,BINANCE,2018-05-05 00:00:00,9614.67,10020.0,9575.0,9929.99,24738.458848000002
btc_usdt,BINANCE,2018-05-06 00:00:00,9929.99,9970.89,9417.03,9513.93,29054.503342999997
btc_usdt,BINANCE,2018-05-07 00:00:00,9513.93,9689.67,9181.0,9365.28,31270.651992
btc_usdt,BINANCE,2018-05-08 00:00:00,9365.7,9475.7,9060.54,9199.6,27462.967974000003
btc_usdt,BINANCE,2018-05-09 00:00:00,9199.64,9338.0,8965.0,9290.0,25746.830464
btc_usdt,BINANCE,2018-05-10 00:00:00,9294.0,9395.12,9231.0,9350.0,19948.775039999997
btc_usdt,BINANCE,2018-05-11 00:00:00,9350.04,9380.86,8462.0,8577.42,48007.640593
btc_usdt,BINANCE,2018-05-12 00:00:00,8575.21,8684.0,8153.0,8313.13,42726.996181
btc_usdt,BINANCE,2018-05-13 00:00:00,8319.97,8657.99,8250.0,8625.5,25067.143337999998
btc_usdt,BINANCE,2018-05-14 00:00:00,8625.5,8823.99,8277.0,8789.12,37811.843010000004
btc_usdt,BINANCE,2018-05-15 00:00:00,8789.12,8879.99,8456.0,8517.01,28040.929065000004
btc_usdt,BINANCE,2018-05-16 00:00:00,8513.08,8588.64,8083.01,8265.0,33589.321404
btc_usdt,BINANCE,2018-05-17 00:00:00,8265.0,8464.0,8193.19,8302.0,20862.964363
btc_usdt,BINANCE,2018-05-18 00:00:00,8302.0,8334.24,7911.9,8109.99,28313.290579999997
